Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition
30512,22,Male,8,Media,6172,Fair,High,Below Average,3,No,80,Associate Degree,Married,0,Senior,Medium,16,No,No,No,Fair,Very High
18991,19,Male,9,Technology,7262,Good,Very High,Low,0,No,88,Bachelor’s Degree,Single,1,Mid,Large,71,No,No,No,Good,Medium
25760,52,Female,27,Media,5814,Fair,High,Average,3,No,37,Associate Degree,Married,1,Entry,Large,48,Yes,No,No,Fair,Medium
17872,37,Male,16,Education,4413,Good,Medium,Average,0,No,6,High School,Married,2,Mid,Medium,76,No,No,No,Good,Medium
9292,28,Male,1,Education,6257,Excellent,High,Average,0,Yes,48,Bachelor’s Degree,Married,0,Entry,Large,41,Yes,No,No,Good,Low
13847,55,Female,34,Technology,8228,Fair,High,High,1,No,38,Associate Degree,Single,1,Senior,Medium,40,Yes,No,No,Fair,Medium
64990,19,Male,7,Healthcare,6579,Excellent,High,High,1,Yes,29,Bachelor’s Degree,Single,2,Mid,Small,80,Yes,No,No,Excellent,Medium
40236,31,Male,22,Technology,10256,Good,High,Average,1,Yes,34,Associate Degree,Single,2,Mid,Medium,34,Yes,No,No,Poor,Medium
1782,54,Female,11,Education,4457,Fair,High,Low,0,No,53,Associate Degree,Married,0,Mid,Medium,38,Yes,No,Yes,Good,Medium
4553,33,Male,2,Healthcare,7720,Fair,High,Average,1,No,12,Master’s Degree,Divorced,1,Senior,Medium,79,No,No,Yes,Fair,Low
48583,57,Female,9,Finance,11187,Excellent,High,Average,1,No,77,Associate Degree,Married,1,Senior,Small,36,Yes,No,No,Excellent,Low
32102,59,Male,38,Healthcare,8223,Good,Medium,Below Average,1,No,50,Bachelor’s Degree,Divorced,1,Entry,Large,99,No,No,No,Good,High
67290,40,Female,32,Technology,6157,Fair,Low,Below Average,0,Yes,57,Master’s Degree,Divorced,4,Mid,Small,62,No,No,No,Poor,Low
62867,45,Male,36,Technology,11193,Good,Medium,Average,1,No,88,PhD,Married,2,Senior,Large,71,No,No,No,Fair,Low
37347,21,Male,9,Media,5998,Fair,Medium,Average,0,No,50,High School,Married,4,Entry,Medium,21,No,No,No,Good,High
33342,24,Female,11,Technology,12485,Poor,Very High,Average,2,No,93,High School,Married,5,Mid,Medium,61,No,No,No,Good,Low
69628,26,Female,12,Technology,6544,Fair,Very High,Average,1,No,66,Bachelor’s Degree,Divorced,4,Entry,Small,58,Yes,No,Yes,Excellent,Medium
12987,34,Male,18,Healthcare,9088,Excellent,High,Below Average,0,No,46,Bachelor’s Degree,Married,2,Mid,Medium,55,No,Yes,No,Good,Low
51536,47,Female,10,Media,5775,Fair,Medium,Below Average,0,No,6,Master’s Degree,Single,6,Senior,Large,53,Yes,No,No,Excellent,Medium
26191,32,Female,4,Technology,10115,Fair,High,High,0,No,31,Bachelor’s Degree,Divorced,3,Mid,Medium,65,No,No,No,Fair,Low
16365,18,Male,7,Education,4940,Excellent,Very High,Average,1,Yes,5,Associate Degree,Single,0,Senior,Medium,66,No,No,No,Good,High
33877,20,Female,8,Education,4872,Fair,Very High,Average,0,No,28,High School,Single,2,Entry,Large,75,No,No,No,Good,Low
69538,33,Male,16,Technology,7563,Good,High,Average,0,No,70,Bachelor’s Degree,Married,0,Mid,Small,55,Yes,No,No,Good,High
65107,35,Female,13,Media,5500,Fair,Very High,Average,0,No,15,PhD,Married,0,Senior,Medium,77,No,No,No,Good,Medium
70889,22,Male,4,Technology,6287,Fair,Medium,Below Average,0,No,14,Master’s Degree,Married,0,Entry,Medium,64,No,No,No,Fair,Low
4916,28,Female,11,Education,3896,Good,Very High,Average,2,No,52,Associate Degree,Single,0,Mid,Small,69,No,No,No,Poor,Medium
12338,38,Female,26,Media,5643,Good,Medium,Below Average,1,Yes,51,Associate Degree,Single,2,Mid,Medium,101,No,No,Yes,Good,Medium
73751,18,Male,6,Media,6037,Excellent,High,Average,0,No,41,Master’s Degree,Married,4,Entry,Medium,79,No,No,No,Fair,Medium
6883,34,Male,4,Finance,8380,Fair,Medium,Average,0,No,31,Bachelor’s Degree,Married,0,Mid,Large,50,No,No,No,Poor,High
60612,56,Female,32,Media,6154,Excellent,High,Average,0,No,44,Bachelor’s Degree,Married,3,Senior,Large,49,Yes,No,No,Good,Medium
64288,19,Female,7,Finance,6943,Good,High,Average,0,Yes,51,Bachelor’s Degree,Married,1,Mid,Large,81,Yes,No,No,Good,Medium
56653,47,Male,5,Healthcare,7348,Fair,Low,Average,1,No,82,Bachelor’s Degree,Single,5,Entry,Large,54,No,No,No,Good,Low
42460,57,Female,40,Media,6227,Fair,Very High,Average,0,No,46,Master’s Degree,Divorced,0,Senior,Medium,80,No,No,No,Poor,High
22293,55,Male,12,Finance,10866,Good,High,Below Average,1,Yes,9,Associate Degree,Married,2,Entry,Large,34,No,No,No,Fair,High
27411,29,Female,17,Finance,9761,Good,Very High,Average,0,No,54,High School,Married,2,Mid,Small,44,Yes,No,No,Good,High
32954,50,Male,19,Finance,7210,Excellent,Very High,High,0,No,86,Bachelor’s Degree,Married,2,Entry,Small,98,No,No,No,Good,Medium
24226,24,Male,5,Finance,5911,Good,Very High,Average,0,No,84,Associate Degree,Married,1,Mid,Small,59,No,No,No,Good,Low
43539,31,Male,6,Healthcare,8030,Excellent,Medium,Average,1,No,73,Bachelor’s Degree,Single,1,Entry,Medium,43,Yes,No,Yes,Good,Low
54243,37,Male,2,Healthcare,10639,Fair,Very High,Average,1,Yes,64,Master’s Degree,Married,0,Senior,Large,61,No,No,No,Good,Very High
63773,47,Male,19,Education,3457,Fair,High,Average,0,Yes,92,High School,Married,3,Entry,Medium,73,No,No,No,Poor,Low
64590,38,Female,7,Healthcare,8775,Fair,Very High,High,2,No,25,Bachelor’s Degree,Married,1,Mid,Medium,78,Yes,No,No,Good,Low
31694,34,Male,17,Media,5799,Good,High,Low,1,No,63,Associate Degree,Married,1,Entry,Medium,86,No,No,No,Good,High
40773,28,Male,6,Education,4940,Excellent,Very High,Average,2,No,30,Master’s Degree,Single,4,Senior,Large,79,No,No,No,Good,High
12536,23,Female,6,Healthcare,6710,Good,High,Average,0,Yes,99,Associate Degree,Married,1,Entry,Medium,65,No,No,Yes,Excellent,Medium
69243,19,Female,11,Finance,9165,Fair,High,High,1,Yes,63,Bachelor’s Degree,Married,0,Senior,Medium,63,No,No,No,Good,High
49433,59,Male,30,Technology,10026,Fair,High,High,1,Yes,13,Master’s Degree,Married,3,Entry,Medium,96,No,No,Yes,Good,Low
57396,58,Male,43,Education,3598,Good,Very High,Below Average,0,Yes,86,Associate Degree,Married,4,Entry,Medium,115,No,No,No,Good,High
10286,52,Male,36,Media,6745,Excellent,High,Average,3,No,19,Bachelor’s Degree,Single,3,Entry,Small,101,No,No,Yes,Poor,Medium
42458,32,Male,13,Finance,9111,Poor,Low,High,0,No,77,High School,Single,4,Entry,Medium,87,No,No,No,Fair,Low
62461,38,Male,21,Education,4976,Good,Medium,Below Average,1,Yes,5,Bachelor’s Degree,Married,5,Entry,Medium,27,Yes,No,No,Good,Low
25359,56,Female,44,Education,4760,Excellent,Low,Average,1,No,45,PhD,Single,0,Entry,Small,101,No,No,No,Good,Medium
58046,21,Male,9,Education,4410,Good,High,Average,1,No,63,Associate Degree,Married,3,Mid,Medium,56,No,No,No,Good,Low
56606,29,Female,1,Technology,10283,Good,Low,Average,1,Yes,32,Bachelor’s Degree,Married,1,Entry,Medium,23,No,No,No,Fair,Medium
12382,21,Female,11,Media,7158,Poor,Medium,Average,2,Yes,72,High School,Married,1,Entry,Small,37,Yes,No,No,Good,Low
2923,21,Female,2,Technology,10157,Excellent,Very High,Average,0,No,69,Bachelor’s Degree,Married,0,Mid,Large,24,No,No,No,Good,Medium
9702,20,Female,10,Education,4552,Poor,High,Average,0,No,98,High School,Married,2,Mid,Medium,32,No,Yes,No,Fair,High
38939,55,Male,24,Media,5635,Poor,High,Average,0,Yes,36,Master’s Degree,Married,3,Entry,Medium,49,No,No,No,Good,Medium
69124,19,Male,2,Healthcare,7500,Fair,Very High,Average,2,No,54,Associate Degree,Married,3,Entry,Medium,9,No,No,No,Fair,Low
71170,33,Male,8,Technology,8559,Poor,Very High,Average,0,No,28,High School,Single,2,Entry,Medium,64,Yes,No,No,Fair,Medium
29542,43,Male,32,Education,4586,Good,High,High,0,No,17,PhD,Married,3,Mid,Small,103,No,No,No,Excellent,High
6116,56,Female,20,Technology,7460,Excellent,High,Average,0,No,59,PhD,Married,0,Mid,Large,41,No,No,No,Poor,Low
54193,27,Female,13,Education,4995,Fair,Medium,Average,0,No,77,Bachelor’s Degree,Married,1,Entry,Small,17,No,No,No,Good,Medium
1265,26,Male,5,Technology,7725,Fair,High,Average,0,Yes,43,Associate Degree,Married,1,Entry,Medium,12,No,No,Yes,Fair,Medium
39470,25,Male,9,Finance,7121,Good,High,Average,0,No,83,Bachelor’s Degree,Single,0,Entry,Medium,25,No,No,No,Poor,Low
32901,27,Male,8,Media,5338,Good,Medium,Average,3,No,57,High School,Married,1,Mid,Small,13,No,No,No,Poor,Medium
6541,38,Female,22,Healthcare,7701,Excellent,Medium,High,1,No,81,PhD,Single,2,Senior,Small,78,No,No,No,Poor,High
10676,44,Female,34,Healthcare,8653,Fair,Low,Average,0,No,38,Bachelor’s Degree,Single,3,Senior,Medium,63,No,No,No,Good,High
23771,38,Female,4,Education,4501,Excellent,Medium,Below Average,1,No,89,High School,Married,4,Senior,Medium,83,Yes,No,No,Poor,Low
69919,30,Male,11,Finance,7113,Poor,High,Below Average,1,No,73,Bachelor’s Degree,Single,0,Mid,Large,74,No,No,No,Good,Medium
16441,47,Male,21,Technology,7920,Good,Very High,Average,0,No,45,Master’s Degree,Divorced,0,Entry,Medium,37,Yes,No,Yes,Poor,High
32737,56,Female,33,Technology,9851,Good,High,Average,1,No,53,Master’s Degree,Married,2,Senior,Medium,49,No,No,No,Good,Medium
33441,47,Female,31,Healthcare,8576,Fair,Low,High,3,No,10,High School,Divorced,3,Mid,Medium,46,No,No,Yes,Good,High
10121,30,Female,10,Technology,10832,Excellent,Very High,Average,1,Yes,10,Associate Degree,Single,0,Senior,Medium,89,No,No,Yes,Good,Medium
26258,58,Female,12,Finance,11055,Good,Medium,Average,0,No,38,High School,Married,0,Senior,Medium,80,No,No,No,Good,Low
62814,44,Female,2,Healthcare,7767,Good,Very High,Average,1,Yes,79,Bachelor’s Degree,Married,1,Senior,Medium,25,Yes,No,No,Good,Medium
9182,54,Male,6,Education,7361,Good,Medium,Average,0,Yes,14,High School,Married,1,Entry,Small,73,No,No,No,Good,Medium
4836,35,Female,13,Media,6062,Fair,High,High,0,No,45,Master’s Degree,Single,3,Entry,Medium,51,No,No,Yes,Fair,Low
30134,32,Female,12,Technology,8480,Poor,Very High,High,0,No,35,High School,Married,1,Entry,Medium,31,Yes,No,Yes,Poor,High
1963,53,Male,39,Finance,9176,Good,High,High,2,Yes,37,Master’s Degree,Single,4,Senior,Large,112,No,No,No,Poor,Medium
71069,35,Male,12,Technology,8662,Poor,Very High,High,0,No,89,Master’s Degree,Divorced,2,Senior,Medium,37,Yes,No,No,Good,Low
22808,43,Male,25,Healthcare,6217,Fair,Very High,Average,0,No,40,Associate Degree,Single,1,Entry,Medium,33,No,No,No,Good,Medium
4458,32,Male,16,Technology,7755,Good,High,Low,0,No,27,Bachelor’s Degree,Married,0,Mid,Medium,62,No,No,No,Good,Medium
62193,38,Female,7,Media,6160,Good,High,Average,2,No,53,Bachelor’s Degree,Married,4,Entry,Medium,24,No,No,No,Good,High
29985,50,Female,19,Healthcare,7907,Fair,Low,Below Average,1,No,66,Bachelor’s Degree,Single,0,Entry,Small,48,Yes,No,No,Good,Low
39169,22,Male,14,Healthcare,8040,Excellent,Medium,High,3,Yes,36,Master’s Degree,Divorced,1,Mid,Medium,79,No,No,No,Poor,Low
53627,36,Female,23,Media,6474,Poor,Medium,Average,0,Yes,51,Bachelor’s Degree,Single,1,Mid,Small,96,No,No,No,Good,High
51339,56,Male,30,Healthcare,7740,Good,High,Average,0,Yes,83,Master’s Degree,Divorced,0,Mid,Small,37,No,No,Yes,Poor,Low
62227,55,Male,15,Technology,9034,Good,Medium,Average,0,No,58,Bachelor’s Degree,Married,3,Senior,Medium,88,No,No,No,Good,High
687,26,Male,6,Technology,10422,Fair,High,Average,0,No,30,Master’s Degree,Divorced,3,Mid,Medium,38,No,No,No,Poor,High
40876,32,Male,14,Technology,10366,Fair,Very High,Average,0,No,36,High School,Married,3,Senior,Medium,22,No,No,No,Good,High
30662,53,Male,10,Technology,7528,Poor,Medium,Average,1,No,31,Master’s Degree,Single,5,Senior,Large,76,No,No,Yes,Good,High
38385,30,Female,9,Education,5297,Poor,Very High,Average,0,No,22,Bachelor’s Degree,Single,4,Senior,Large,24,No,No,No,Fair,Low
2354,49,Female,35,Healthcare,4963,Excellent,Very High,Average,3,No,40,Bachelor’s Degree,Married,2,Mid,Small,45,Yes,No,No,Good,Medium
8313,32,Female,24,Technology,10959,Fair,Medium,Average,1,No,81,Bachelor’s Degree,Single,0,Mid,Small,59,No,No,No,Poor,Low
5774,50,Male,6,Healthcare,7428,Excellent,Very High,Below Average,1,No,76,High School,Married,5,Entry,Large,51,Yes,No,Yes,Good,High
35487,44,Female,27,Education,4307,Good,High,Below Average,1,Yes,28,Associate Degree,Married,5,Entry,Medium,97,Yes,No,No,Good,Medium
67919,19,Female,9,Healthcare,7951,Good,High,Average,1,No,43,PhD,Single,4,Mid,Medium,88,No,No,No,Poor,High
49859,45,Male,12,Technology,8225,Poor,High,Below Average,0,No,77,Master’s Degree,Married,2,Entry,Large,41,Yes,No,No,Good,High
47992,19,Male,3,Finance,7832,Excellent,High,Below Average,0,No,25,High School,Married,1,Senior,Medium,11,No,No,No,Good,Medium
46032,26,Female,14,Finance,9960,Good,High,Below Average,0,No,15,Associate Degree,Single,4,Entry,Medium,74,No,No,No,Poor,High
2614,42,Female,14,Finance,10345,Excellent,High,Average,1,No,45,Associate Degree,Married,0,Mid,Medium,74,Yes,No,No,Good,Low
3329,25,Female,7,Healthcare,6783,Poor,High,Below Average,0,Yes,12,High School,Married,0,Senior,Medium,19,Yes,No,No,Good,High
9414,46,Male,14,Finance,10502,Excellent,Medium,Low,3,No,38,PhD,Single,1,Mid,Large,56,Yes,No,No,Poor,Medium
14418,36,Male,17,Technology,9127,Fair,Medium,Average,0,No,47,Bachelor’s Degree,Single,0,Entry,Large,73,Yes,No,Yes,Good,High
41366,53,Female,11,Healthcare,7404,Good,High,Average,1,No,11,High School,Married,4,Mid,Small,49,Yes,No,No,Excellent,Very High
2641,50,Female,26,Technology,9804,Good,Medium,Average,1,No,33,High School,Divorced,0,Mid,Large,49,Yes,No,No,Good,Low
27641,58,Male,7,Media,5383,Fair,Very High,Average,1,No,51,Associate Degree,Divorced,0,Entry,Small,37,No,No,No,Good,Low
24214,42,Female,8,Finance,8508,Fair,Low,Average,0,No,42,High School,Married,0,Mid,Medium,59,Yes,No,No,Good,Low
21334,55,Male,1,Healthcare,8756,Excellent,High,Below Average,1,Yes,26,Master’s Degree,Divorced,3,Mid,Small,9,No,No,No,Good,High
50822,45,Male,31,Healthcare,6695,Fair,Medium,Average,3,Yes,66,Associate Degree,Single,1,Entry,Medium,94,No,No,No,Good,Low
64190,50,Male,5,Education,3698,Fair,High,Average,2,No,85,Master’s Degree,Divorced,0,Entry,Medium,74,No,Yes,No,Good,High
15103,18,Male,4,Healthcare,7704,Fair,High,High,0,Yes,61,High School,Single,0,Senior,Medium,61,Yes,No,No,Poor,Low
66239,26,Male,7,Healthcare,6466,Good,High,Average,1,No,23,Associate Degree,Divorced,4,Mid,Medium,24,No,No,No,Poor,Low
30195,30,Male,1,Media,5932,Good,High,Below Average,0,Yes,85,PhD,Married,2,Entry,Small,13,No,No,No,Excellent,Low
39882,41,Male,25,Education,3584,Poor,High,Average,0,No,15,High School,Single,0,Mid,Medium,64,No,No,No,Excellent,Medium
54878,52,Female,21,Healthcare,7757,Fair,High,Average,0,Yes,5,Bachelor’s Degree,Single,4,Mid,Large,25,Yes,No,Yes,Good,Medium
66343,22,Female,3,Healthcare,9421,Fair,High,Below Average,2,No,63,Bachelor’s Degree,Married,2,Mid,Small,14,No,No,No,Good,High
41414,43,Female,29,Education,4506,Fair,Low,High,1,No,21,High School,Married,1,Senior,Medium,99,Yes,No,No,Poor,Medium
51355,58,Male,9,Technology,5532,Good,High,Average,1,Yes,4,Bachelor’s Degree,Divorced,1,Mid,Medium,19,Yes,No,No,Good,Medium
43992,41,Male,11,Education,3922,Good,Medium,Low,0,No,61,Master’s Degree,Single,4,Mid,Medium,74,No,No,No,Fair,Low
38913,29,Male,20,Technology,11700,Fair,High,Average,0,No,55,Associate Degree,Married,3,Entry,Small,82,Yes,No,No,Poor,Medium
71083,26,Male,12,Education,4561,Excellent,Very High,Average,0,No,13,Associate Degree,Married,5,Mid,Small,42,No,No,Yes,Good,High
39504,28,Male,8,Technology,8795,Excellent,High,Average,3,No,8,Associate Degree,Married,2,Mid,Medium,75,No,Yes,No,Excellent,Low
65384,40,Female,4,Media,6288,Fair,High,Average,0,No,2,Bachelor’s Degree,Married,3,Mid,Medium,14,No,No,No,Good,Low
1966,23,Male,2,Healthcare,8884,Good,High,High,0,Yes,91,Associate Degree,Single,4,Mid,Medium,35,No,No,No,Good,Medium
44426,46,Male,28,Healthcare,8291,Poor,High,Average,0,Yes,45,Associate Degree,Single,5,Entry,Large,56,No,No,No,Good,Very High
4737,43,Female,28,Media,5930,Good,Very High,Average,0,No,24,Associate Degree,Married,2,Entry,Medium,48,No,No,No,Excellent,High
41996,58,Male,6,Healthcare,9311,Excellent,Medium,Average,2,No,94,Associate Degree,Married,2,Entry,Medium,84,No,No,No,Good,High
34493,23,Male,11,Technology,7923,Fair,High,Average,1,Yes,44,High School,Divorced,3,Entry,Small,75,No,No,Yes,Good,Low
41704,46,Female,13,Finance,11226,Good,High,Average,0,No,42,Associate Degree,Single,0,Mid,Small,61,No,No,No,Good,High
33216,22,Male,6,Technology,9225,Fair,High,Average,0,No,41,Master’s Degree,Married,2,Mid,Medium,72,No,No,No,Poor,Low
67450,34,Male,21,Media,5967,Fair,Low,Average,1,No,39,Bachelor’s Degree,Married,0,Mid,Small,39,Yes,No,No,Good,Medium
40830,21,Female,4,Media,5801,Good,Very High,Average,1,No,93,Associate Degree,Single,0,Mid,Medium,59,No,No,No,Excellent,High
67712,59,Female,51,Education,3797,Fair,High,Average,2,No,57,Associate Degree,Married,1,Mid,Large,62,No,No,No,Fair,Low
60500,32,Female,22,Education,3566,Fair,High,Average,0,No,65,High School,Married,4,Mid,Medium,91,No,No,No,Poor,High
13260,58,Male,7,Finance,9241,Good,High,Average,0,No,56,Associate Degree,Divorced,4,Entry,Small,28,No,No,No,Good,Low
28834,52,Female,17,Finance,10721,Poor,High,Average,2,No,31,High School,Married,1,Entry,Medium,74,No,No,Yes,Good,High
57472,56,Female,2,Education,2938,Good,Low,Average,0,Yes,65,Master’s Degree,Single,0,Mid,Large,73,No,No,No,Fair,Low
33604,40,Male,14,Healthcare,8108,Fair,High,Average,0,No,32,High School,Married,0,Senior,Medium,20,No,No,No,Poor,Medium
18814,36,Female,10,Technology,9236,Fair,High,Average,0,Yes,8,Bachelor’s Degree,Married,4,Senior,Small,62,Yes,No,No,Good,Low
2596,38,Female,9,Technology,7969,Poor,Very High,High,1,No,38,High School,Divorced,2,Mid,Medium,29,No,No,No,Good,Very High
48900,59,Female,26,Education,5132,Excellent,High,Below Average,1,No,20,Bachelor’s Degree,Married,1,Mid,Medium,41,No,No,No,Fair,High
42012,44,Male,18,Education,6170,Good,Medium,Average,0,No,17,Bachelor’s Degree,Single,3,Entry,Small,52,No,No,No,Good,Medium
10416,58,Male,43,Healthcare,6589,Excellent,High,Average,0,No,67,High School,Single,1,Entry,Medium,106,No,No,Yes,Excellent,Medium
7087,21,Male,9,Healthcare,10174,Good,High,Average,1,No,8,Associate Degree,Married,4,Mid,Medium,54,No,No,Yes,Good,Medium
46535,58,Female,33,Technology,11212,Good,High,High,1,No,66,High School,Married,0,Mid,Medium,42,No,No,No,Fair,Low
60828,30,Female,17,Healthcare,10047,Good,Very High,Average,0,No,84,High School,Single,0,Entry,Medium,18,No,No,No,Poor,Low
45097,58,Female,23,Media,7181,Excellent,High,Below Average,1,No,15,Bachelor’s Degree,Married,2,Entry,Medium,29,No,No,Yes,Good,Medium
7660,30,Female,15,Healthcare,8260,Fair,Low,High,1,No,33,Associate Degree,Divorced,1,Mid,Small,18,Yes,No,No,Good,Medium
69977,30,Female,10,Technology,8309,Fair,Very High,Average,0,No,42,High School,Divorced,3,Entry,Large,81,No,No,No,Good,Low
50888,23,Male,9,Healthcare,6576,Poor,Medium,Average,1,No,33,Bachelor’s Degree,Divorced,1,Entry,Medium,69,No,No,No,Poor,Medium
52704,47,Male,27,Technology,8134,Fair,High,High,1,Yes,23,High School,Single,1,Senior,Medium,39,No,No,No,Good,Low
15032,45,Female,32,Healthcare,7116,Excellent,Low,Average,0,No,76,Bachelor’s Degree,Married,1,Entry,Medium,89,No,No,No,Good,Medium
62537,24,Female,2,Finance,10131,Fair,High,Average,1,Yes,57,High School,Divorced,5,Entry,Small,58,No,No,No,Poor,Medium
202,41,Female,3,Education,5443,Excellent,Medium,Below Average,2,No,26,Bachelor’s Degree,Married,2,Entry,Small,31,No,No,No,Good,Very High
28375,22,Male,12,Media,5116,Excellent,Very High,High,0,No,91,Associate Degree,Married,0,Mid,Large,58,Yes,No,No,Fair,Medium
36834,48,Female,29,Media,5213,Good,High,Below Average,0,No,63,Associate Degree,Married,1,Entry,Medium,36,No,No,No,Good,Low
50780,57,Male,27,Technology,10520,Excellent,High,Average,2,No,32,Bachelor’s Degree,Married,1,Mid,Small,63,No,No,No,Fair,Medium
9525,48,Female,2,Healthcare,7859,Good,High,Average,0,Yes,71,Bachelor’s Degree,Married,4,Mid,Medium,73,No,No,No,Good,Low
73564,28,Female,14,Healthcare,7391,Good,High,Average,0,Yes,44,Associate Degree,Divorced,0,Mid,Large,74,Yes,No,No,Excellent,High
37975,37,Male,11,Education,4407,Fair,Low,Low,1,No,29,Master’s Degree,Single,3,Senior,Small,28,No,No,Yes,Good,Medium
12096,30,Male,6,Media,6775,Fair,High,Below Average,0,Yes,80,Bachelor’s Degree,Divorced,1,Entry,Medium,21,Yes,No,No,Good,Medium
9540,30,Male,3,Finance,10503,Excellent,Medium,Average,0,Yes,46,PhD,Married,0,Entry,Small,31,No,No,No,Good,High
40958,37,Male,14,Media,6417,Excellent,High,Below Average,1,No,94,Master’s Degree,Single,1,Senior,Medium,78,No,No,No,Poor,High
41618,39,Female,4,Education,3972,Fair,High,Average,1,No,25,Master’s Degree,Married,1,Senior,Medium,80,Yes,No,No,Good,Medium
39953,57,Male,8,Technology,8212,Fair,Medium,Low,1,No,15,High School,Married,0,Entry,Large,53,No,No,No,Good,High
